word,tag,probability
$,$,0.9920127796
0.1,CD,0.0009487666034
0.25,CD,0.0009487666034
0.3,CD,0.0006325110689
0.82,CD,0.0006325110689
0.9,CD,0.0006325110689
1,CD,0.01233396584
1,LS,0.2307692308
"1,000",CD,0.002213788741
"1,500",CD,0.0009487666034
1.1,CD,0.001581277672
1.2,CD,0.0009487666034
1.5,CD,0.001897533207
1.6,CD,0.0006325110689
1.64,CD,0.0006325110689
1.65,CD,0.0009487666034
1.7,CD,0.0006325110689
1.8,CD,0.0006325110689
1.8415,CD,0.0006325110689
1.85,CD,0.0006325110689
1.8500,CD,0.0006325110689
10,CD,0.01486401012
"10,000",CD,0.00569259962
10-day,JJ,0.0007581501137
10-year,CD,0.0003162555345
10-year,JJ,0.0007581501137
10.2,CD,0.0009487666034
100,CD,0.01233396584
"100,000",CD,0.001897533207
100-share,JJ,0.0003790750569
101,CD,0.0006325110689
102,CD,0.0006325110689
107,CD,0.0006325110689
11,CD,0.004111321948
"11,000",CD,0.0006325110689
111,CD,0.0006325110689
115,CD,0.0006325110689
118,CD,0.0006325110689
12,CD,0.006957621758
12-point,JJ,0.0005686125853
12.5,CD,0.001265022138
120,CD,0.001897533207
125,CD,0.0009487666034
13,CD,0.007590132827
13.65,CD,0.0006325110689
13.8,CD,0.0006325110689
130,CD,0.00284629981
14,CD,0.003795066414
140,CD,0.0009487666034
142.85,CD,0.0006325110689
143.80,CD,0.0006325110689
145,CD,0.0006325110689
15,CD,0.01170145478
"15,000",CD,0.006641366224
150,CD,0.001897533207
155,CD,0.0006325110689
16,CD,0.003478810879
"16,000",CD,0.0006325110689
16.7,CD,0.0009487666034
17,CD,0.003795066414
17.3,CD,0.0009487666034
17.95,CD,0.0006325110689
177,CD,0.0006325110689
179,CD,0.0006325110689
18,CD,0.00569259962
"18,000",CD,0.0006325110689
180,CD,0.001265022138
188,CD,0.0006325110689
19,CD,0.002530044276
190,CD,0.0006325110689
1920s,CD,0.0003162555345
1920s,NNS,0.0001832508704
1929,CD,0.0009487666034
1948,CD,0.0006325110689
195,CD,0.0009487666034
1950s,CD,0.0006325110689
1956,CD,0.0006325110689
1960s,CD,0.0006325110689
1970,CD,0.001265022138
1970s,CD,0.0006325110689
1971,CD,0.0006325110689
1972,CD,0.001265022138
1975,CD,0.0006325110689
1976,CD,0.001265022138
1977,CD,0.001897533207
1979,CD,0.001897533207
1980s,CD,0.0009487666034
1980s,NN,8.837044892e-05
1981,CD,0.0009487666034
1982,CD,0.001581277672
1983,CD,0.001265022138
1984,CD,0.002530044276
1985,CD,0.005060088552
1986,CD,0.003162555345
1987,CD,0.009803921569
1988,CD,0.01201771031
1989,CD,0.01170145478
1989-90,CD,0.0009487666034
1990,CD,0.01296647691
1990s,CD,0.0003162555345
1990s,NNS,0.0001832508704
1991,CD,0.00569259962
1992,CD,0.002530044276
1993,CD,0.001581277672
1994,CD,0.0009487666034
1999,CD,0.001581277672
1\/2,CD,0.008538899431
1\/4,CD,0.003478810879
1\/8,CD,0.003162555345
2,CD,0.008538899431
2,LS,0.2307692308
"2,000",CD,0.0009487666034
"2,500",CD,0.001265022138
2.1,CD,0.0009487666034
2.2,CD,0.001265022138
2.3,CD,0.0009487666034
2.4,CD,0.0006325110689
2.5,CD,0.0006325110689
2.50,CD,0.001265022138
2.6,CD,0.0006325110689
2.7,CD,0.0009487666034
2.8,CD,0.0006325110689
2.87,CD,0.0006325110689
2.9,CD,0.0006325110689
20,CD,0.006641366224
"20,000",CD,0.001581277672
200,CD,0.002530044276
"200,000",CD,0.0006325110689
2000,CD,0.0006325110689
2005,CD,0.0006325110689
2009,CD,0.00284629981
2017,CD,0.0006325110689
2019,CD,0.001897533207
2029,CD,0.0009487666034
203,CD,0.0006325110689
21,CD,0.003162555345
22,CD,0.0009487666034
225,CD,0.0006325110689
22\/32,CD,0.0009487666034
23,CD,0.001897533207
23.5,CD,0.0009487666034
24,CD,0.00284629981
25,CD,0.003162555345
"25,000",CD,0.001581277672
250,CD,0.002213788741
26,CD,0.0006325110689
26.8,CD,0.0006325110689
2645.90,CD,0.0006325110689
27,CD,0.001265022138
28,CD,0.001265022138
29,CD,0.001581277672
2\/32,CD,0.0009487666034
3,CD,0.005060088552
3,LS,0.2307692308
"3,500",CD,0.0006325110689
3.1,CD,0.001581277672
3.18,CD,0.0009487666034
3.2,CD,0.001265022138
3.3,CD,0.0009487666034
3.35,CD,0.0006325110689
3.5,CD,0.0006325110689
3.6,CD,0.0006325110689
3.7,CD,0.001265022138
3.8,CD,0.001265022138
3.9,CD,0.0006325110689
30,CD,0.01359898798
"30,000",CD,0.001265022138
30-day,JJ,0.001326762699
30-point,JJ,0.0003790750569
30-year,JJ,0.002084912813
300,CD,0.001581277672
300-a-share,JJ,0.0003790750569
30s,CD,0.0006325110689
31,CD,0.004111321948
32,CD,0.0009487666034
33,CD,0.001897533207
34,CD,0.0006325110689
35,CD,0.001897533207
35.7,CD,0.0006325110689
"350,000",CD,0.0006325110689
37,CD,0.0006325110689
37.5,CD,0.0006325110689
38,CD,0.0006325110689
386,CD,0.0006325110689
39,CD,0.0006325110689
3\/4,CD,0.008538899431
3\/8,CD,0.004427577483
4,CD,0.003795066414
4,LS,0.07692307692
"4,000",CD,0.0006325110689
4.1,CD,0.0006325110689
4.25,CD,0.0006325110689
4.3,CD,0.0006325110689
4.4,CD,0.0006325110689
4.6,CD,0.0006325110689
4.7,CD,0.0006325110689
4.8,CD,0.0006325110689
40,CD,0.006957621758
400,CD,0.001897533207
41,CD,0.001265022138
42,CD,0.0009487666034
42.5,CD,0.0006325110689
43,CD,0.0009487666034
44,CD,0.001265022138
45,CD,0.002530044276
"45,000",CD,0.0009487666034
450,CD,0.001265022138
46,CD,0.001265022138
47,CD,0.001265022138
47.6,CD,0.0009487666034
48,CD,0.001265022138
49,CD,0.001897533207
5,CD,0.005060088552
5,LS,0.07692307692
"5,000",CD,0.003795066414
5.4,CD,0.0006325110689
5.5,CD,0.0006325110689
50,CD,0.01201771031
"50,000",CD,0.001265022138
500,CD,0.01138519924
"500,000",CD,0.0009487666034
500-stock,JJ,0.0003790750569
500-stock,NNP,0.0001177301625
51,CD,0.001897533207
52,CD,0.0009487666034
53,CD,0.0009487666034
55,CD,0.00284629981
57,CD,0.0006325110689
57.50,CD,0.0006325110689
58,CD,0.001265022138
59,CD,0.001897533207
5\/8,CD,0.004111321948
6,CD,0.005376344086
"6,000",CD,0.0006325110689
6.1,CD,0.0006325110689
6.20,CD,0.0009487666034
6.25,CD,0.0006325110689
6.40,CD,0.0009487666034
6.79,CD,0.0006325110689
6.9,CD,0.0006325110689
60,CD,0.003795066414
"60,000",CD,0.0006325110689
"600,000",CD,0.0006325110689
605,CD,0.0006325110689
61,CD,0.001265022138
62,CD,0.001581277672
62%-owned,JJ,0.0003790750569
62.5,CD,0.0006325110689
63,CD,0.001581277672
64,CD,0.0009487666034
64-year-old,JJ,0.0003790750569
644,CD,0.0006325110689
"645,000",CD,0.0006325110689
65,CD,0.001265022138
68,CD,0.0006325110689
69,CD,0.0006325110689
7,CD,0.006325110689
"7,500",CD,0.0006325110689
7.2,CD,0.0006325110689
7.272,CD,0.0009487666034
7.3,CD,0.0009487666034
7.40,CD,0.0006325110689
7.458,CD,0.0009487666034
7.5,CD,0.0009487666034
7.74,CD,0.0006325110689
7.88,CD,0.001265022138
7.90,CD,0.001265022138
7.95,CD,0.0006325110689
70,CD,0.003478810879
70.7,CD,0.0006325110689
71,CD,0.0006325110689
72,CD,0.0006325110689
73,CD,0.0006325110689
75,CD,0.002213788741
750,CD,0.0009487666034
"750,000",CD,0.0006325110689
767,CD,0.0009487666034
77,CD,0.0006325110689
7\/16,CD,0.0006325110689
7\/8,CD,0.004111321948
8,CD,0.01043643264
8.04,CD,0.0006325110689
8.07,CD,0.0006325110689
8.1,CD,0.0006325110689
8.25,CD,0.0006325110689
8.45,CD,0.0006325110689
8.47,CD,0.0006325110689
8.5,CD,0.0009487666034
8.50,CD,0.0009487666034
8.55,CD,0.0006325110689
80,CD,0.001897533207
800,CD,0.0006325110689
8300,CD,0.0003162555345
8300,JJ,0.0001895375284
847,CD,0.0006325110689
85,CD,0.0009487666034
86,CD,0.0006325110689
88,CD,0.0006325110689
89,CD,0.0006325110689
89.9,CD,0.0006325110689
9,CD,0.005376344086
9.5,CD,0.0006325110689
9.8,CD,0.0006325110689
9.9,CD,0.0009487666034
90,CD,0.004111321948
900,CD,0.002530044276
98,CD,0.0009487666034
99,CD,0.001581277672
<UNK>,CC,0.0005073566717
<UNK>,CD,0.1752055661
<UNK>,DT,0.0001359249694
<UNK>,FW,0.75
<UNK>,IN,0.0004495897494
<UNK>,JJ,0.1673616376
<UNK>,JJR,0.04046242775
<UNK>,JJS,0.09375
<UNK>,NN,0.08244962884
<UNK>,NNP,0.1157287497
<UNK>,NNPS,0.1152073733
<UNK>,NNS,0.1020707348
<UNK>,PRP,0.0006230529595
<UNK>,RB,0.04955478126
<UNK>,RBR,0.008
<UNK>,UH,0.6666666667
<UNK>,VB,0.09346603202
<UNK>,VBD,0.05958549223
<UNK>,VBG,0.2240061162
<UNK>,VBN,0.1198347107
<UNK>,VBP,0.05482815057
<UNK>,VBZ,0.067381317
<UNK>,WDT,0.002487562189
<UNK>,WRB,0.00625
`,``,0.01494768311
``,``,0.9850523169
a,DT,0.2403153459
a,IN,0.0001123974373
a,JJ,0.0003790750569
a,LS,0.07692307692
a,NN,0.0001767408978
a,NNP,0.001765952437
a.l,NNP,0.0002354603249
aba,NNP,0.0002354603249
abandon,VB,0.0008654262224
abandoned,VBN,0.001549586777
abbot,NNP,0.0002354603249
ability,NN,0.001060445387
able,JJ,0.002653525398
abortion,NN,0.001237186285
abortionist,NN,0.0001767408978
about,IN,0.01798358997
about,RB,0.01045296167
about,RP,0.01546391753
above,IN,0.001573564123
above,JJ,0.0001895375284
above,RB,0.0007742934572
abroad,RB,0.0007742934572
absorbed,VBN,0.001033057851
abuse,NN,0.0003534817957
academic,JJ,0.0005686125853
accelerated,JJ,0.0001895375284
accelerated,VBD,0.000370096225
accelerated,VBN,0.0005165289256
acceleration,NN,0.0001767408978
accept,VB,0.0008654262224
accept,VBP,0.0008183306056
acceptance,NN,0.0001767408978
acceptance,NNP,0.0002354603249
acceptances,NNS,0.0003665017409
accepted,VBD,0.00074019245
accepted,VBN,0.001549586777
accepting,VBG,0.001529051988
access,NN,0.0007069635914
accessories,NNS,0.0007330034818
accident,NN,0.0001767408978
accommodate,VB,0.001298139334
according,VBG,0.02905198777
account,NN,0.0005302226935
account,NNP,0.0003531904874
account,VB,0.0004327131112
account,VBP,0.002454991817
accounts,NNS,0.001466006964
accounts,VBZ,0.0005104645227
accurate,JJ,0.0003790750569
accused,VBD,0.000370096225
accused,VBN,0.001033057851
achieve,VB,0.0008654262224
achievement,NN,0.0003534817957
achievement,NNP,0.0003531904874
acid,JJ,0.0003790750569
acid,NN,0.0001767408978
acid-rain,NN,0.0002651113468
ackerman,NNP,0.0005886508123
acne,NN,0.0002651113468
acquire,VB,0.003894418001
acquired,VBD,0.002590673575
acquired,VBN,0.004648760331
acquiring,VBG,0.001529051988
acquisition,NN,0.001148815836
acquisition,NNP,0.0007063809748
acquisitions,NNS,0.001832508704
acres,NNS,0.0003665017409
across,IN,0.001573564123
across,RP,0.005154639175
act,NN,0.0004418522446
act,NNP,0.0008241111373
act,VB,0.002596278667
action,NN,0.002032520325
actions,NNS,0.0009162543522
active,JJ,0.001326762699
actively,RB,0.0007742934572
activities,NNS,0.001466006964
activity,NN,0.001502297632
acts,NNS,0.0001832508704
acts,VBZ,0.001020929045
actual,JJ,0.0007581501137
actually,RB,0.001161440186
ad,NN,0.00247437257
ad,NNP,0.0001177301625
add,VB,0.001730852445
add,VBP,0.0008183306056
added,VBD,0.0133234641
added,VBN,0.001033057851
adding,VBG,0.002293577982
addition,NN,0.001767408978
additional,JJ,0.004359363154
additions,NNS,0.0003665017409
address,VB,0.0008654262224
adds,VBZ,0.006125574273
adjustable,JJ,0.0003790750569
adjusted,VBN,0.002582644628
adjusting,VBG,0.001529051988
administration,NN,0.00247437257
administration,NNP,0.0005886508123
administrative,JJ,0.001137225171
administrator,NN,0.0003534817957
admits,VBZ,0.002041858091
admitted,VBD,0.00074019245
admitting,VBG,0.004587155963
adopted,VBD,0.000370096225
adopted,VBN,0.001549586777
adrs,NNPS,0.009216589862
adrs,NNS,0.0003665017409
ads,NNS,0.001466006964
adult,NN,0.0001767408978
advance,NN,0.0005302226935
advance,NNP,0.0001177301625
advance,VB,0.0004327131112
advanced,JJ,0.0003790750569
advanced,NNP,0.0002354603249
advanced,VBD,0.002590673575
advances,NNS,0.0003665017409
advancing,VBG,0.002293577982
advantage,NN,0.0007069635914
advantages,NNS,0.0003665017409
advertise,VB,0.001298139334
advertised,VBN,0.001033057851
advertisements,NNS,0.0003665017409
advertisers,NNS,0.002382261316
advertising,NN,0.0007953340403
advertising,VBG,0.002293577982
advice,NN,8.837044892e-05
advice,NNP,0.0001177301625
advised,VBD,0.000370096225
advised,VBN,0.0005165289256
adviser,NN,0.0003534817957
advocates,NNS,0.0005497526113
aerospace,NN,0.0006185931425
affairs,NNP,0.0002354603249
affairs,NNS,0.0009162543522
affect,VB,0.0004327131112
affect,VBP,0.0008183306056
affiliate,NN,0.0003534817957
affiliates,NNS,0.0003665017409
afraid,JJ,0.0005686125853
african,JJ,0.0003790750569
after,IN,0.008991794987
after,RB,0.0007742934572
after-tax,JJ,0.0003790750569
aftermath,NN,0.0001767408978
afternoon,NN,0.0004418522446
again,RB,0.005420054201
against,IN,0.003596717995
age,NN,0.001060445387
agency,NN,0.001502297632
agency,NNP,0.0005886508123
agenda,NN,0.0001767408978
aggressive,JJ,0.0007581501137
aggressively,RB,0.0007742934572
ago,IN,0.002360346184
ago,RB,0.006194347658
agree,VB,0.0004327131112
agree,VBP,0.001636661211
agreed,NN,8.837044892e-05
agreed,VBD,0.003330866025
agreed,VBN,0.002066115702
agreement,NN,0.001325556734
agrees,VBZ,0.001531393568
agricultural,JJ,0.0003790750569
agriculture,NN,8.837044892e-05
agriculture,NNP,0.0003531904874
ahead,RB,0.003484320557
aid,NN,0.0009720749381
aid,VB,0.0004327131112
aide,NN,0.0003534817957
aides,NNS,0.0003665017409
aids,NNP,0.0002354603249
aids,NNS,0.0001832508704
ailes,NNP,0.0002354603249
ailing,VBG,0.001529051988
aim,NN,8.837044892e-05
aim,VB,0.0004327131112
aimed,VBD,0.000370096225
aimed,VBN,0.004648760331
air,NN,0.0001767408978
air,NNP,0.0004709206499
air,VBP,0.0008183306056
aircraft,NN,0.0001767408978
airline,NN,0.0009720749381
airlines,NNPS,0.02304147465
airlines,NNS,0.0003665017409
akio,NNP,0.0002354603249
ala,NNP,0.0002354603249
alan,NNP,0.0003531904874
albert,NNP,0.0002354603249
albuquerque,NNP,0.0002354603249
alcohol,NN,0.0005302226935
alfred,NNP,0.0003531904874
alive,JJ,0.0003790750569
all,DT,0.01250509719
all,NNP,0.0001177301625
all,PDT,0.5652173913
all,RB,0.0007742934572
allegations,NNS,0.0003665017409
alleged,JJ,0.0007581501137
alleged,VBD,0.000370096225
alleged,VBN,0.004132231405
allegedly,RB,0.001161440186
alleghany,NNP,0.0002354603249
alleging,VBG,0.001529051988
allen,NNP,0.0003531904874
allergan,NNP,0.0002354603249
allocated,VBN,0.001033057851
allocation,NN,0.0001767408978
allow,VB,0.001298139334
allow,VBP,0.002454991817
allowed,VBD,0.00074019245
allowed,VBN,0.003099173554
almost,RB,0.008130081301
alone,RB,0.002322880372
along,IN,0.0007867820614
already,RB,0.01200154859
also,RB,0.05652342238
alternative,NN,0.0004418522446
alternatives,NNS,0.0009162543522
although,IN,0.002472743621
altogether,RB,0.0007742934572
alvin,NNP,0.0002354603249
always,RB,0.006194347658
ambitions,NNS,0.0003665017409
ambitious,JJ,0.0003790750569
amendment,NN,0.0004418522446
amendment,NNP,0.0002354603249
amendments,NNS,0.0003665017409
america,NNP,0.001883682599
american,JJ,0.005307050796
american,NN,8.837044892e-05
american,NNP,0.004238285849
americana,NNS,0.0003665017409
americans,NNPS,0.02304147465
americans,NNS,0.0005497526113
amid,IN,0.0004495897494
among,IN,0.004495897494
amount,NN,0.001590668081
amounted,VBD,0.001110288675
amounts,NNS,0.0009162543522
amounts,VBZ,0.0005104645227
amusing,JJ,0.0003790750569
an,DT,0.04104934076
ana,NNP,0.0003531904874
analysis,NN,0.0001767408978
analyst,NN,0.001767408978
analysts,NNS,0.005497526113
ancient,JJ,0.0003790750569
ancient,NNP,0.0001177301625
and,CC,0.7102993404
and,IN,0.0001123974373
and,JJ,0.0005686125853
and,NN,0.0001767408978
and,NNP,0.0001177301625
andrew,NNP,0.0002354603249
angeles,NNP,0.001295031787
angry,JJ,0.0003790750569
ann,NNP,0.0002354603249
anne,NNP,0.0002354603249
announce,VB,0.0008654262224
announced,VBD,0.004811250925
announced,VBN,0.001033057851
announcement,NN,0.0008837044892
announcer,NN,0.0004418522446
annual,JJ,0.003222137983
annualized,JJ,0.0001895375284
annualized,VBN,0.0005165289256
annually,RB,0.001548586914
another,DT,0.005844773685
answer,NN,0.0001767408978
answer,VB,0.0008654262224
answers,NNS,0.001832508704
answers,VBZ,0.0005104645227
anthony,NNP,0.0005886508123
anti-programmers,NNS,0.0003665017409
anticipated,VBD,0.00074019245
anticipated,VBN,0.001549586777
anticipation,NN,0.0001767408978
antitrust,JJ,0.002274450341
antitrust,NNP,0.0001177301625
antonio,NNP,0.0003531904874
anxieties,NNS,0.0003665017409
anxious,JJ,0.0003790750569
any,DT,0.01400027185
any,RB,0.0007742934572
anyone,NN,0.0005302226935
anything,NN,0.0009720749381
apartment,NN,0.0001767408978
apology,NN,0.0001767408978
apparently,RB,0.004258614015
appeal,NN,0.0005302226935
appeal,VB,0.0004327131112
appeal,VBP,0.0008183306056
appealing,VBG,0.001529051988
appeals,NNPS,0.004608294931
appeals,NNS,0.0005497526113
appear,VB,0.0004327131112
appear,VBP,0.002454991817
appeared,VBD,0.001850481125
appears,VBZ,0.003573251659
apple,NN,8.837044892e-05
apple,NNP,0.0005886508123
appliances,NNS,0.0009162543522
application,NN,0.0004418522446
applications,NNS,0.0009162543522
applied,VBD,0.00074019245
applied,VBN,0.001033057851
apply,VB,0.001730852445
appointment,NN,0.0002651113468
appointments,NNS,0.0005497526113
appreciation,NN,0.0001767408978
approach,NN,0.0005302226935
approach,VBP,0.001636661211
appropriations,NNPS,0.004608294931
appropriations,NNS,0.004581271761
appropriators,NNS,0.0003665017409
approval,NN,0.0007069635914
approve,VB,0.001730852445
